	author	title	pages	letter	text
942	Louvet	Année	346		"Tout à coup la voiture qui, depuis cinq minutes, brûlait le pavé, ne roula plus que très lentement. Rosambert me dit : ""Nous voilà près de la Bastille ;allons, belle enlevée, cette superbe parure, qui sied si bien à une femme de qualité, ne convient pas du tout à une bourgeoise. Il s'agit de faire une autre toilette. D'abord, ôtons ce brillant chapeau ;de ces cheveux flottants, faisons, le moins mal que nous le pourrons, un chignon modeste ; couvrons ces grosses boucles de la simple baigneuse que voici ; à cette robe galante, substituons ce petit caraco blanc. Belle dame, mettez ce jupon hardiment ;je ne serai pas téméraire ; je vous aime beaucoup, mais je vous respecte davantage. Fort bien ; allons, couvrez votre sein de ce fichu de mousseline ; arrangez ce mantelet noir par-dessus ; cachez votre visage sous cette ample thérèse. Voilà qui est fait, et vous êtes encore gentille à croquer. Quant à moi, mon cher Faublas, ce sera encore plus tôt fini ; tenez."" Il ôta son habit et s'enveloppa d'une grande redingote."
945	Bernardin	Paul	1237		"Au fond d'un bosquet sombre que formaient le lilas et le rosier, le chèvrefeuille et l'aubépine ensemble entrelacés, était une grotte mystérieuse, dernier asile de l'amour.##Joyeux, je m'avance ; et quel est mon étonnement, quand je lis à son entrée cette inscription : Grotte des charades. ""Grotte des charades ! m'écrai-je. -- Grotte des charades ! répéta la comtesse : il ne faut pas demander, ajouta-t-elle en riant de toutes ses forces, si monsieur le comte est venu s'exercer ici l'automne dernier ""; puis, d'un ton majestueux, elle reprit : ""Grotte des charades ! Faublas, oseras-tu y entrer ?"" Et son oeil plein de feu m'invitait à réparer les torts de la nuit dernière. J'eus l'audace de pénétrer avec elle dans ce lieu de délices ; un lit de mousse semblait y avoir été préparé des mains de Vénus : il reçut deux amants... L'heureuse grotte venait de mériter son nom, que peut-être nous allions lui confirmer encore, lorsque l'approche d'un profane nous força de suspendre nos transports. --##Après la description du jardin, celle de la grotte: nouvelle allusion au topos du locus amoenus, ""lieu de délices"". ##Ici, la fin de la description n'est pas marquée par la MN, autrement que par l'usage suggéré de ce qui vient d'être décrit. C'est typique de la MN dans le corpus, la MN déclenchant la description puis la description relançant tout naturellement la suite de la narration. L'arrivée du mari (?) interrompt non la description, mais l'action. "
947	Dorat	Malheurs	435		Je ne me suis que trop aperçu de tous les agréments de Mme de Syrcé. C'est une enchanteresse. Elle ne dit pas un mot qui ne soit un trait à retenir ; elle n'a pas un mouvement qui ne soit une grâce, et ne jette pas un regard qui ne donne à rêver. Les heures, si longues partout ailleurs, volent auprès d'elle. On ne les compte plus, on les regrette. Mais plus elle me paraît intéressante, moins je la trouve faite pour être sacrifiée à la fantaisie du moment. 
949	Dorat	Malheurs	429-430		
950	Dorat	Malheurs	421		Je ne vous parle pas du comte de Mirbelle. J'ai même refusé dans le temps, de le présenter chez vous. Je ne me charge point de pareilles commissions. Je sais tout ce qu'on s'attire de plaintes et de reproches, quand on se mêle de ces jeunes gens-là ; et, si vous en êtes mécontente, je n'aurai pas du moins le remords de vous en avoir embarrasée. Ce n'est point qu'il n'ait des avantages ; infinment de grâces, et même des qualités : mais, malgré tout cela, je doute qu'il réussisse à vous plaire. Il est trop couru, trop fêté ; l'homme de toutes les femmes, n'est pas l'être qu'il faut à votre coeur. Je vous connais mieux que vous ne pensez, et j'applaudis sincèrement à de si louables dispositions. Adieu, madame la marquise. Je compte vous aller faire ma cour, et commencer avec vous les graves fonctions d'un ami.
955	Nerciat	Félicia	23-24		
957	Nerciat	Félicia	31		
959	Nerciat	Félicia	34		Mon maître de danse, un jeune homme bien fait, joli, d'une douceur charmante et qui me traitait avec un tendre respect, Belval avait toute ma confiance. (34)--##Est-ce que cette dernière qualité jouera un rôle dans l'intrigue?? Question de la fonction narrative. 
960	Nerciat	Félicia	36		Cependant ces deux hommes[Lambert et Béatin] n'étaient pas à comparer. Béatin avait tout à fait la physionomie d'un prêtre, le maintien, les mouvements embarrassés d'un pédant, vermeil à la vérité, et qui pouvait valoir quelque chose. Mais Lambert étant vraiement beau : sa taille, sa jambe, ses traits étaient au mieux, il souriait agréablement, ses yeux pétillaient d'une vivacité tendre ;en un mot, la femme de Sylvino, l'un des plus beaux cavaliers de Paris, était impardonnable de lui faire infidélité pour un Béatin ; mais bien traiter Lambert, c'était toute autre chose. Il devait prétendre à triompher des bégueules les plus austères et les plus froides. Pouvait-il manquer d'intéresser enfin l'inflammable Sylvina ? (36)
961	Nerciat	Félicia	42		Elle fut exacte et trouva [l']heureux Béatin à l'endroit indiqué. Il était en habit de campagne, frais rasé, un peu mieux coiffé que de coutume ; car il n'était pas de ces ecclésiastiques élégants, qui souvent plus recherchés dans leur ajustement que les gens du monde, n'en diffèrent que par des cheveux ronds et une tonsure. Béatin, je l'ai déjà dit, était un prêtre ; prêtre, c'est assez le définir.
963	Nerciat	Félicia	47		Sylvino le peintre Sylvino, que la fortune de sa femme mettait à même de ne travailler que de réputation, faisait peu de tableaux ; mais ils étaient tous excellents ; son genre était l'histoire et rarement il peignait le portrait. Bien né d'ailleurs, ayant un esprit fecond et cultivé et beaucoup d'usage du monde, il était non seulement chéri des femmes, mais encore recherché des hommes. 
964	Nerciat	Félicia	47		Sylvina, quoique un peu bornée et médiocrement instruite, ne laissait pas d'ajouter de l'agrément à la maison. Elle était gaie, toujours égale. Elle avait une de ces physionomies singulières qui plaisent, pour ainsi dire, malgré qu'on en ait, qui importunent, qui allument à tous moments des passions nouvelles, et, bien plus, ressussitent celles que la jouissances peut avoir éteintes. Son mari lui-même avait quelquefois pour elle des retours étonnants. 
965	Nerciat	Félicia	49		Pendant une nuit brûlante de la canicule il y eut un orage affreux de tonnerre et de grêle. [...] Dans un moment où je revenais à peine à moi-même, j'entendis ouvrir doucement ma porte, qui faisait face au pied de mon lit. J'avais pour lors une attitude si singulière que je n'en pouvais changer sans donner matière à quelque soupçon. J'eus donc la présence d'esprit de feindre de dormir, et de n'entrouvrir les yeux qu'assez pour voir qui pouvait entrer ainsi chez moi si matin : c'était Sylvino lui-même. Le premier mouvement qu'il fit en me voyant, peignit la plus délicieuse surprise. J'étais dans l'état où les trois déesses s'offrirent aux yeux de Pâris, sur le dos, la tête appuyée contre le bras gauche, dont la main renversée couvrait à moitié mon visage ; mes jambes, l'une à peu près étendue, l'autre écartée, le genou un peu plié, trahissaient le plus secret de mes charmes ; et la main qui venait de le si bien fêter, gisait mollement à côté de la cuisse... Après avoir contemplé quelques moments de la porte, cette position qu'un peintre voluptueux devait trouver ravissante, Sylvino vient à mon lit avec beaucoup de précaution et m'oblige pour le coups à fermer tout à fait les yeux, ne voulant pas qu'il pût douter de mon sommeil. Il vient tout près de moi : Qu'elle est belle, dit-il, et en même temps je sentis un baiser sur certain duvet qui commençait à cotonner. Je ne m'attendais pas à cette singulière caresse. Je frissonai, un mouvement plus prompt que la pensée changea ma posture ; Sylvino se trouva forcé de me parler.
966	Nerciat	Félicia	55		Chapitre XVI: [...] Croquis d'un prélat à la mode.[...] monseigneur de... qui n'était connu Chapitre XVI: [...] Croquis d'un prélat à la mode.[...] monseigneur de... qui n'était connu dans son diocèse que de ses fermiers ; mais qui l'était à Paris de toutes les jolies femmes, et de quelques-unes très particulièrement. Un prélat aimable ! [...]##Monseigneur était d'une figure intéressante, petit-maître à l'excès, vif, aussi pétulant que lorsqu'il était officier, toujours gai, content, agréable et bouillant d'esprit ; il paraissait de dix ans plus jeune qu'il n'était. En effet, amateur universel, poésies, lettres, spectacles, arts, sciences, talents, plaisirs, mode, folies, tout était de son ressort. La réputation de quelques ouvrages de Sylvino nous avait procuré sa connaissance : il acheta ses tableaux ; la femme du peintre l'ensorcela ; la petite nièce le ravit par les délicieux accents de son gosier, déjà un des mieux exercés de la capitale. Bientôt il devint notre inséparable. 
967	Nerciat	Félicia	58		Ce mortel unique appartenait pour lors à l'heureuse d'Orville, qui, quoique jeune, belle, à la mode et faite, à tous égards, pour aimer à but, ne laissait pas de faire des folies pour captiver son volage amant. 
969	Nerciat	Félicia	62		Sylvina avertie de la visite du chevalier, fut bientôt debout, et vint nous trouver dans cet aimable désordre qu'inventa la coquetterie pour piquer les désirs. Une partie de ses beaux cheveux blonds, échappé du chignon, flottait sur un cou d'albâtre. Un manteau de lit mal attaché laissait voir les trois quarts d'une gorge, qu'à seize ans elle ne pouvait avoir eue plus belle ; ses bras blancs et dodus étaient sans gants, une simple jupe, courte et collante, caressait une croupe... des cuisses... de la plus séduisante proportion, et laissait briller la jambe la mieux tournée. Il fallait être aussi jolie que je l'étais, et avoir un peu d'avance, pour pouvoir dans ce moment lui disputer l'objet de nos communs désirs. D'Aiglemont lui prodigua des éloges qu'elle méritait. 
971	Nerciat	Félicia	73		Il [d'Aiglement] la laissa donc s'exhaler en reproches, et joua tout au mieux l'humilié, le Il [d'Aiglement] la laissa donc s'exhaler en reproches, et joua tout au mieux l'humilié, le contrit... Cependant je m'aperçus qu'il reprenait par degrés de l'assurance, voyant que tout en grondant, on le contemplait avec des yeux... qui déjà n'exprimaient plus la colère. Il se surpassait ce jour-là : un habit riche et d'un goût exquis, une coiffure merveilleuse, la parure la plus soignée, prêtaient à sa belle figure mille grâces nouvelles... Il saisit habilement un joint favorable, se prosterna devant la terrible Sylvina, s'avoua seul coupable ; conta les particularités de l'armoire ; mais de manière à persuader que, s'il ne s'y fût pas trouvé enfermé au moment qu'il y songeait le moins, il eût su se procurer pendant notre absence un poste bien plus propice à ses véritables désirs. [...] Cette justification, la rare beauté de l'orateur, le désir de se tromper elle-même, désarmaient insensiblement sa colère [à Sylvina] ; elle oubliait de retirer des mains du coupable, une des siennes qu'il couvrait de baisers ; elle écoutait deux fripons d'yeux, qui lui disaient avec un grand air de vérité : [...]. 
973	Nerciat	Félicia	89-90		Notre héros arriva sur le soir ; sa parure annonçait le plus grand dessein de plaire ; un peu de rouge, que la rencontre imprévue de Mme d'Orville lui fit monter au visage, acheva de le rendre d'une beauté plus qu'humaine. Le beau fils de Priam se trouva jadis avec trois déesses rivales, qui le jetèrent dans un étrange embarras. Celui du chevalier n'était pas moins grand sans doute. 
974	Nerciat	Félicia	153		Il existait enfin ce fortuné moment après lequel nous languissions l'un et l'autre depuis si longtemps, faute de nous entendre. [...]##Qu'il était intéressant ce cher Géronimo, les yeux étincelants des feux du désir, le visage embelli de l'aurore du bonheur ! qu'il avait de grâces à mes pieds, serrant contre mes genoux sa poitrine palpitante, osant à peine combler ses voeux et les miens, quoique mon trouble et ma retraite eussent assez annoncé que je n'avais plus rien à lui refuser : ses mains semblaient respecter encore mes appas, ou redouter le feu dont ils étaient consumés. Sa bouche tenait la mienne fermée, comme s'il eût craint d'entendre révoquer la permission qu'il avait de devenir heureux. Nous n'allions pas au bonheur avec la rapidité du trait qui vole à son but ; mille gradations délicates nous y conduisaient lentement, la mèche brûlait avec économie : des plaisirs inexprimables suspendaient l'explosion des flammes dont nous étions embrasés. Le premier instant où nos âmes se confondirent fut un éclair. La foudre du moment nous anéantit...##Nous goutâmes mieux, un moment après, les douceurs font nous venions de nous ouvrir la source. 
